pkMemberSeason,fkMemberID,Season,MemberType,RatingPoints
1,2,2010 - 2011,Regular,4
2,3,2010 - 2011,First Year,1
3,4,2010 - 2011,Regular,8
4,5,2010 - 2011,Regular,3
5,6,2010 - 2011,Regular,4
6,7,2010 - 2011,Regular,8
7,8,2010 - 2011,Regular,14
8,9,2010 - 2011,Regular,8
9,10,2010 - 2011,Regular,3
10,11,2010 - 2011,Honorary,0
11,12,2010 - 2011,Honorary,0
12,13,2010 - 2011,Regular,14
13,14,2010 - 2011,Unknown,0
14,15,2010 - 2011,First Year,1
15,16,2010 - 2011,Regular,16
16,17,2010 - 2011,Regular,14
17,18,2010 - 2011,Unknown,0
18,19,2010 - 2011,Unknown,0
19,20,2010 - 2011,Regular,15
20,21,2010 - 2011,First Year,1
21,22,2010 - 2011,Regular,10
22,23,2010 - 2011,Regular,9
23,24,2010 - 2011,Regular,17
24,25,2010 - 2011,Regular,18
25,26,2010 - 2011,First Year,1
26,27,2010 - 2011,Regular,4
27,28,2010 - 2011,Regular,12
28,29,2010 - 2011,Regular,10
29,30,2010 - 2011,Regular,8
30,31,2010 - 2011,Regular,5
31,32,2010 - 2011,Unknown,0
32,33,2010 - 2011,Regular,8
33,34,2010 - 2011,Regular,15
34,35,2010 - 2011,Regular,5
35,36,2010 - 2011,Regular,15
36,37,2010 - 2011,Regular,18
37,38,2010 - 2011,Regular,16
38,39,2010 - 2011,Regular,2
39,40,2010 - 2011,Regular,3
40,41,2010 - 2011,Regular,8
41,42,2010 - 2011,Regular,5
42,43,2010 - 2011,First Year,1
43,44,2010 - 2011,Regular,8
44,45,2010 - 2011,Regular,16
45,46,2010 - 2011,Regular,18
46,47,2010 - 2011,Unknown,0
47,48,2010 - 2011,Unknown,0
48,49,2010 - 2011,First Year,1
49,50,2010 - 2011,First Year,1
50,51,2010 - 2011,Life,0
51,52,2010 - 2011,First Year,1
52,53,2010 - 2011,Regular,8
53,54,2010 - 2011,Unknown,0
54,55,2010 - 2011,Regular,7
55,56,2010 - 2011,First Year,1
56,57,2010 - 2011,Regular,3
57,58,2010 - 2011,Regular,4
58,59,2010 - 2011,Regular,5
59,60,2010 - 2011,Regular,20
60,61,2010 - 2011,Regular,20
61,62,2010 - 2011,Honorary,0
62,63,2010 - 2011,Senior,0
63,64,2010 - 2011,Regular,6
64,65,2010 - 2011,Regular,18
65,66,2010 - 2011,Regular,17
66,67,2010 - 2011,Regular,3
67,68,2010 - 2011,Regular,15
68,69,2010 - 2011,Mixed,0
69,70,2010 - 2011,Competitive,0
70,71,2010 - 2011,Regular,9
71,72,2010 - 2011,Regular,7
72,73,2010 - 2011,Regular,2
73,74,2010 - 2011,Regular,13
74,75,2010 - 2011,Regular,18
75,76,2010 - 2011,Regular,11
76,77,2010 - 2011,First Year,1
77,78,2010 - 2011,First Year,1
78,79,2010 - 2011,Regular,17
79,80,2010 - 2011,Regular,17
80,81,2010 - 2011,Regular,15
81,82,2010 - 2011,Regular,16
82,83,2010 - 2011,Regular,8
83,84,2010 - 2011,Regular,2
84,85,2010 - 2011,Mixed,0
85,86,2010 - 2011,Senior,0
86,87,2010 - 2011,First Year,1
87,88,2010 - 2011,First Year,1
88,89,2010 - 2011,First Year,1
89,90,2010 - 2011,Regular,6
90,91,2010 - 2011,Regular,7
91,92,2010 - 2011,Regular,15
92,93,2010 - 2011,Regular,13
93,94,2010 - 2011,Regular,17
94,95,2010 - 2011,First Year,1
95,96,2010 - 2011,Honorary,0
96,97,2010 - 2011,Life,0
97,98,2010 - 2011,First Year,1
98,99,2010 - 2011,Regular,17
99,100,2010 - 2011,Regular,9
100,101,2010 - 2011,Regular,13
101,102,2010 - 2011,Regular,19
102,103,2010 - 2011,First Year,1
103,104,2010 - 2011,Regular,6
104,105,2010 - 2011,Regular,11
105,106,2010 - 2011,Regular,2
106,107,2010 - 2011,Regular,12
107,108,2010 - 2011,Regular,13
108,109,2010 - 2011,Regular,7
109,110,2010 - 2011,Regular,11
110,111,2010 - 2011,Regular,19
111,112,2010 - 2011,Regular,5
112,113,2010 - 2011,Regular,10
113,114,2010 - 2011,Regular,7
114,115,2010 - 2011,Regular,15
115,116,2010 - 2011,First Year,1
116,117,2010 - 2011,Regular,16
117,118,2010 - 2011,Regular,11
118,119,2010 - 2011,Regular,6
119,120,2010 - 2011,Unknown,0
120,121,2010 - 2011,Regular,11
121,122,2010 - 2011,Regular,19
122,123,2010 - 2011,Regular,8
123,124,2010 - 2011,Regular,14
124,125,2010 - 2011,First Year,1
125,126,2010 - 2011,Regular,6
126,127,2010 - 2011,Regular,11
127,128,2010 - 2011,First Year,1
128,129,2010 - 2011,Regular,19
129,130,2010 - 2011,Regular,15
130,131,2010 - 2011,Regular,17
131,132,2010 - 2011,Regular,14
132,133,2010 - 2011,Regular,4
133,134,2010 - 2011,Regular,10
134,135,2010 - 2011,First Year,1
135,136,2010 - 2011,Regular,2
136,137,2010 - 2011,First Year,1
137,138,2010 - 2011,Regular,7
138,139,2010 - 2011,Regular,2
139,140,2010 - 2011,Regular,5
140,141,2010 - 2011,Unknown,0
141,142,2010 - 2011,Regular,14
142,143,2010 - 2011,Regular,17
143,144,2010 - 2011,First Year,1
144,145,2010 - 2011,Regular,2
145,146,2010 - 2011,Regular,20
146,147,2010 - 2011,Regular,2
147,148,2010 - 2011,Regular,15
148,149,2010 - 2011,Regular,17
149,150,2010 - 2011,Regular,9
150,151,2010 - 2011,Regular,17
151,152,2010 - 2011,Regular,18
152,153,2010 - 2011,Social,0
153,154,2010 - 2011,Regular,4
154,155,2010 - 2011,Regular,14
155,156,2010 - 2011,Regular,16
156,157,2010 - 2011,Regular,16
157,158,2010 - 2011,Regular,9
158,159,2010 - 2011,Regular,15
159,160,2010 - 2011,Regular,8
160,161,2010 - 2011,Regular,12
161,162,2010 - 2011,First Year,1
162,163,2010 - 2011,Regular,3
163,164,2010 - 2011,Regular,3
164,165,2010 - 2011,Regular,4
165,166,2010 - 2011,Regular,15
166,167,2010 - 2011,Regular,16
167,168,2010 - 2011,Regular,18
168,169,2010 - 2011,Regular,12
169,170,2010 - 2011,Regular,13
170,171,2010 - 2011,Regular,18
171,172,2010 - 2011,Regular,19
172,173,2010 - 2011,First Year,1
173,174,2010 - 2011,Regular,9
174,175,2010 - 2011,Regular,17
175,176,2010 - 2011,First Year,1
176,177,2010 - 2011,Unknown,0
177,178,2010 - 2011,Regular,3
178,179,2010 - 2011,Regular,6
179,180,2010 - 2011,Regular,10
180,181,2010 - 2011,First Year,1
181,182,2010 - 2011,Regular,6
182,183,2010 - 2011,Regular,15
183,184,2010 - 2011,Regular,17
184,185,2010 - 2011,Regular,18
185,186,2010 - 2011,Regular,5
186,187,2010 - 2011,Regular,6
187,188,2010 - 2011,Regular,8
188,189,2010 - 2011,First Year,1
189,190,2010 - 2011,Regular,10
190,191,2010 - 2011,Regular,13
191,192,2010 - 2011,Regular,18
192,193,2010 - 2011,Regular,20
193,194,2010 - 2011,Regular,7
194,195,2010 - 2011,Regular,17
195,196,2010 - 2011,Regular,14
196,197,2010 - 2011,Regular,6
197,198,2010 - 2011,Regular,15
198,199,2010 - 2011,Regular,7
199,200,2010 - 2011,Regular,9
200,201,2010 - 2011,Regular,19
201,202,2010 - 2011,Regular,13
202,203,2010 - 2011,First Year,1
203,204,2010 - 2011,Regular,12
204,205,2010 - 2011,Regular,10
205,206,2010 - 2011,Regular,3
206,207,2010 - 2011,Regular,4
207,208,2010 - 2011,Regular,16
208,209,2010 - 2011,Regular,19
209,210,2010 - 2011,Regular,19
210,211,2010 - 2011,Regular,12
211,212,2010 - 2011,Regular,15
212,213,2010 - 2011,Regular,14
213,214,2010 - 2011,Senior,0
214,215,2010 - 2011,Regular,13
215,216,2010 - 2011,Regular,6
216,217,2010 - 2011,Regular,3
217,218,2010 - 2011,Regular,3
218,219,2010 - 2011,Mixed,0
219,220,2010 - 2011,Regular,5
220,7770,2010 - 2011,Regular,6
221,222,2010 - 2011,Regular,7
222,223,2010 - 2011,Unknown,0
223,224,2010 - 2011,Unknown,0
224,225,2010 - 2011,First Year,1
225,226,2010 - 2011,Unknown,0
226,227,2010 - 2011,Unknown,0
227,228,2010 - 2011,Unknown,0
228,229,2010 - 2011,Senior,0
229,230,2010 - 2011,Regular,16
230,231,2010 - 2011,Regular,11
231,232,2010 - 2011,Regular,14
232,233,2010 - 2011,Regular,13
233,234,2010 - 2011,Regular,10
234,235,2010 - 2011,Regular,17
235,236,2010 - 2011,Honorary,0
236,237,2010 - 2011,Competitive,0
237,238,2010 - 2011,Unknown,0
238,239,2010 - 2011,Regular,3
239,240,2010 - 2011,Regular,9
240,241,2010 - 2011,Unknown,0
241,242,2010 - 2011,Unknown,0
242,243,2010 - 2011,Regular,7
243,244,2010 - 2011,First Year,1
244,245,2010 - 2011,Regular,20
245,246,2010 - 2011,Regular,2
246,247,2010 - 2011,Regular,3
247,248,2010 - 2011,Regular,5
248,249,2010 - 2011,Regular,4
249,250,2010 - 2011,Regular,13
250,251,2010 - 2011,Regular,5
251,252,2010 - 2011,Regular,8
252,253,2010 - 2011,Regular,12
253,254,2010 - 2011,Regular,4
254,255,2010 - 2011,Regular,16
255,256,2010 - 2011,First Year,1
256,257,2010 - 2011,First Year,1
257,258,2010 - 2011,Regular,13
258,259,2010 - 2011,Regular,14
259,260,2010 - 2011,Regular,16
260,261,2010 - 2011,Regular,3
261,262,2010 - 2011,Regular,19
262,263,2010 - 2011,Regular,18
263,264,2010 - 2011,Regular,9
264,265,2010 - 2011,Regular,3
265,266,2010 - 2011,Regular,9
266,267,2010 - 2011,First Year,1
267,268,2010 - 2011,Regular,13
268,269,2010 - 2011,Regular,7
269,270,2010 - 2011,Regular,17
270,271,2010 - 2011,Regular,7
271,272,2010 - 2011,Regular,3
272,273,2010 - 2011,Regular,16
273,274,2010 - 2011,Regular,3
274,275,2010 - 2011,First Year,1
275,276,2010 - 2011,Regular,17
276,277,2010 - 2011,Regular,17
277,278,2010 - 2011,Unknown,0
278,279,2010 - 2011,Regular,7
279,280,2010 - 2011,Senior,0
280,281,2010 - 2011,First Year,1
281,282,2010 - 2011,Regular,18
282,283,2010 - 2011,Unknown,0
283,284,2010 - 2011,Regular,6
284,285,2010 - 2011,Life,0
285,286,2010 - 2011,Regular,12
286,287,2010 - 2011,First Year,1
287,288,2010 - 2011,Unknown,0
288,289,2010 - 2011,Regular,7
289,290,2010 - 2011,First Year,1
290,291,2010 - 2011,Regular,5
291,292,2010 - 2011,Regular,9
292,293,2010 - 2011,Regular,17
293,294,2010 - 2011,Regular,18
294,295,2010 - 2011,First Year,1
295,296,2010 - 2011,Regular,6
296,297,2010 - 2011,Regular,14
297,298,2010 - 2011,Regular,14
298,299,2010 - 2011,Regular,16
299,300,2010 - 2011,Regular,4
300,301,2010 - 2011,First Year,1
301,302,2010 - 2011,Regular,3
302,303,2010 - 2011,Regular,20
303,304,2010 - 2011,Regular,15
304,305,2010 - 2011,Regular,17
305,306,2010 - 2011,Regular,19
306,307,2010 - 2011,First Year,1
307,308,2010 - 2011,Mixed,0
308,309,2010 - 2011,First Year,1
309,310,2010 - 2011,Regular,16
310,311,2010 - 2011,Unknown,0
311,312,2010 - 2011,Regular,16
312,313,2010 - 2011,Regular,12
313,314,2010 - 2011,Regular,19
314,315,2010 - 2011,Regular,20
315,316,2010 - 2011,Regular,16
316,317,2010 - 2011,Regular,7
317,318,2010 - 2011,Regular,16
318,319,2010 - 2011,Regular,6
319,320,2010 - 2011,Regular,12
320,321,2010 - 2011,Regular,15
321,322,2010 - 2011,Regular,15
322,323,2010 - 2011,Regular,8
323,324,2010 - 2011,Regular,18
324,325,2010 - 2011,Regular,7
325,326,2010 - 2011,Regular,6
326,327,2010 - 2011,Unknown,0
327,328,2010 - 2011,Regular,2
328,329,2010 - 2011,Regular,7
329,330,2010 - 2011,First Year,1
330,331,2010 - 2011,Regular,5
331,332,2010 - 2011,Regular,16
332,333,2010 - 2011,Regular,8
333,334,2010 - 2011,Regular,18
334,335,2010 - 2011,Regular,18
335,336,2010 - 2011,Social,0
336,337,2010 - 2011,Social,0
337,338,2010 - 2011,Regular,19
338,339,2010 - 2011,Regular,10
339,340,2010 - 2011,Unknown,0
340,341,2010 - 2011,First Year,1
341,342,2010 - 2011,Regular,8
342,343,2010 - 2011,Regular,12
343,344,2010 - 2011,Regular,18
344,345,2010 - 2011,Regular,19
345,346,2010 - 2011,Regular,19
346,347,2010 - 2011,Regular,20
347,348,2010 - 2011,Regular,4
348,349,2010 - 2011,Regular,6
349,350,2010 - 2011,Regular,15
350,351,2010 - 2011,First Year,1
351,352,2010 - 2011,First Year,1
352,353,2010 - 2011,Regular,12
353,354,2010 - 2011,Honorary,0
354,355,2010 - 2011,First Year,1
355,356,2010 - 2011,Regular,3
356,357,2010 - 2011,Regular,12
357,358,2010 - 2011,Regular,5
358,7078,2010 - 2011,Regular,16
359,360,2010 - 2011,Regular,17
360,361,2010 - 2011,Regular,17
361,362,2010 - 2011,Regular,9
362,363,2010 - 2011,Regular,12
363,364,2010 - 2011,Regular,6
364,365,2010 - 2011,Regular,16
365,366,2010 - 2011,First Year,1
366,367,2010 - 2011,Senior,0
367,368,2010 - 2011,Regular,10
368,369,2010 - 2011,Regular,13
369,370,2010 - 2011,Mixed,0
370,371,2010 - 2011,Mixed,0
371,372,2010 - 2011,Regular,3
372,373,2010 - 2011,Regular,16
373,374,2010 - 2011,First Year,1
374,375,2010 - 2011,Regular,7
375,376,2010 - 2011,Regular,10
376,377,2010 - 2011,Regular,17
377,378,2010 - 2011,Regular,16
378,379,2010 - 2011,First Year,1
379,380,2010 - 2011,First Year,1
380,381,2010 - 2011,Regular,5
381,382,2010 - 2011,Honorary,0
382,383,2010 - 2011,Regular,4
383,384,2010 - 2011,Regular,18
384,385,2010 - 2011,Regular,18
385,386,2010 - 2011,Regular,19
386,387,2010 - 2011,Mixed,0
387,388,2010 - 2011,Regular,12
388,389,2010 - 2011,Regular,18
389,390,2010 - 2011,Unknown,0
390,391,2010 - 2011,Regular,6
391,392,2010 - 2011,Regular,2
392,393,2010 - 2011,Regular,6
393,394,2010 - 2011,Regular,5
394,395,2010 - 2011,Unknown,0
395,396,2010 - 2011,Regular,11
396,397,2010 - 2011,Regular,15
397,398,2010 - 2011,Regular,18
398,399,2010 - 2011,First Year,1
399,400,2010 - 2011,Regular,6
400,401,2010 - 2011,Regular,7
401,402,2010 - 2011,Unknown,0
402,403,2010 - 2011,Regular,2
403,404,2010 - 2011,Regular,3
404,405,2010 - 2011,Mixed,0
405,406,2010 - 2011,Regular,3
406,407,2010 - 2011,Regular,15
407,408,2010 - 2011,Regular,12
408,409,2010 - 2011,Regular,20
409,410,2010 - 2011,Regular,20
410,411,2010 - 2011,Regular,5
411,412,2010 - 2011,Regular,6
412,413,2010 - 2011,Regular,6
413,414,2010 - 2011,Regular,7
414,415,2010 - 2011,Senior,0
415,416,2010 - 2011,Regular,12
416,417,2010 - 2011,Regular,15
417,418,2010 - 2011,Regular,12
418,419,2010 - 2011,Regular,18
419,420,2010 - 2011,Regular,13
420,421,2010 - 2011,Regular,14
421,422,2010 - 2011,Regular,7
422,423,2010 - 2011,Regular,15
423,424,2010 - 2011,Unknown,0
424,425,2010 - 2011,Honorary,0
425,426,2010 - 2011,Regular,16
426,427,2010 - 2011,Regular,16
427,428,2010 - 2011,Regular,8
428,429,2010 - 2011,Regular,13
429,430,2010 - 2011,Regular,17
430,431,2010 - 2011,Unknown,0
431,432,2010 - 2011,Regular,3
432,433,2010 - 2011,Regular,14
433,434,2010 - 2011,Regular,17
434,435,2010 - 2011,Regular,13
435,436,2010 - 2011,Regular,4
436,437,2010 - 2011,Regular,8
437,438,2010 - 2011,Regular,12
438,439,2010 - 2011,Regular,6
439,440,2010 - 2011,Regular,8
440,441,2010 - 2011,First Year,1
441,442,2010 - 2011,Regular,10
442,443,2010 - 2011,Social,0
443,444,2010 - 2011,Regular,9
444,445,2010 - 2011,Regular,7
445,446,2010 - 2011,Regular,16
446,447,2010 - 2011,Regular,14
447,448,2010 - 2011,Regular,7
448,449,2010 - 2011,Regular,15
449,450,2010 - 2011,Regular,7
450,451,2010 - 2011,Regular,13
451,452,2010 - 2011,Unknown,0
452,453,2010 - 2011,Regular,16
453,454,2010 - 2011,Regular,18
454,455,2010 - 2011,Regular,7
455,456,2010 - 2011,First Year,1
456,457,2010 - 2011,Regular,3
457,458,2010 - 2011,Unknown,0
458,459,2010 - 2011,Regular,16
459,460,2010 - 2011,Regular,17
460,461,2010 - 2011,Regular,20
461,462,2010 - 2011,Regular,3
462,463,2010 - 2011,First Year,1
463,464,2010 - 2011,Senior,0
464,465,2010 - 2011,Regular,5
465,466,2010 - 2011,Regular,18
466,467,2010 - 2011,Regular,18
467,468,2010 - 2011,Unknown,0
468,469,2010 - 2011,Unknown,0
469,470,2010 - 2011,Regular,8
470,471,2010 - 2011,Regular,8
471,472,2010 - 2011,Regular,12
472,473,2010 - 2011,Regular,17
473,474,2010 - 2011,Regular,20
474,475,2010 - 2011,Regular,17
475,476,2010 - 2011,Regular,7
476,477,2010 - 2011,Mixed,0
477,478,2010 - 2011,Regular,17
478,479,2010 - 2011,Mixed,0
479,480,2010 - 2011,First Year,1
480,481,2010 - 2011,Regular,8
481,482,2010 - 2011,Regular,4
482,483,2010 - 2011,Regular,7
483,484,2010 - 2011,Regular,11
484,485,2010 - 2011,Life,0
485,486,2010 - 2011,Regular,8
486,487,2010 - 2011,Unknown,0
487,488,2010 - 2011,Regular,9
488,489,2010 - 2011,Regular,4
489,490,2010 - 2011,First Year,1
490,491,2010 - 2011,Regular,14
491,492,2010 - 2011,Regular,2
492,493,2010 - 2011,Unknown,0
493,494,2010 - 2011,Regular,14
494,495,2010 - 2011,Regular,15
495,496,2010 - 2011,Regular,17
496,497,2010 - 2011,Regular,3
497,498,2010 - 2011,Regular,11
498,499,2010 - 2011,Unknown,0
499,500,2010 - 2011,Regular,16
500,501,2010 - 2011,Regular,17
501,502,2010 - 2011,Regular,19
502,503,2010 - 2011,Regular,3
503,504,2010 - 2011,First Year,1
504,505,2010 - 2011,Regular,2
505,506,2010 - 2011,Regular,7
506,507,2010 - 2011,Life,0
507,508,2010 - 2011,Regular,5
508,509,2010 - 2011,Regular,4
509,510,2010 - 2011,Regular,14
510,511,2010 - 2011,Regular,17
511,512,2010 - 2011,Regular,3
512,513,2010 - 2011,Regular,5
513,514,2010 - 2011,Regular,18
514,515,2010 - 2011,Unknown,0
515,516,2010 - 2011,Regular,4
516,517,2010 - 2011,Regular,4
517,518,2010 - 2011,Regular,2
518,519,2010 - 2011,Regular,18
519,520,2010 - 2011,First Year,1
520,521,2010 - 2011,First Year,1
521,522,2010 - 2011,Unknown,0
522,523,2010 - 2011,Regular,17
523,524,2010 - 2011,Regular,16
524,525,2010 - 2011,First Year,1
525,526,2010 - 2011,Regular,7
526,527,2010 - 2011,Mixed,0
527,528,2010 - 2011,Unknown,0
528,529,2010 - 2011,First Year,1
529,530,2010 - 2011,Regular,15
530,531,2010 - 2011,Unknown,0
531,532,2010 - 2011,Regular,5
532,533,2010 - 2011,Regular,9
533,534,2010 - 2011,Regular,15
534,535,2010 - 2011,Regular,16
535,536,2010 - 2011,Regular,19
537,264,2011 - 2012,Regular,10
540,310,2011 - 2012,Regular,16
541,23,2011 - 2012,Regular,9
542,427,2011 - 2012,Regular,16
543,111,2011 - 2012,Regular,19
544,93,2011 - 2012,Regular,13
545,83,2011 - 2012,Regular,9
546,99,2011 - 2012,Regular,17
547,82,2011 - 2012,Regular,16
548,122,2011 - 2012,Regular,19
549,231,2011 - 2012,Regular,12
550,16,2011 - 2012,Regular,16
551,91,2011 - 2012,Regular,7
554,366,2011 - 2012,Second Year,2
555,218,2011 - 2012,Regular,6
556,116,2011 - 2012,Second Year,2
557,376,2011 - 2012,Regular,11
558,25,2011 - 2012,Regular,18
559,258,2011 - 2012,Regular,14
560,457,2011 - 2012,Regular,4
561,410,2011 - 2012,Regular,19
562,421,2011 - 2012,Regular,15
563,34,2011 - 2012,Regular,14
564,194,2011 - 2012,Regular,11
565,250,2011 - 2012,Regular,12
566,373,2011 - 2012,Regular,16
567,59,2011 - 2012,Regular,7
568,463,2011 - 2012,Second Year,2
569,172,2011 - 2012,Regular,19
570,286,2011 - 2012,Regular,13
571,71,2011 - 2012,Regular,9
572,471,2011 - 2012,Regular,9
573,356,2011 - 2012,Regular,6
574,149,2011 - 2012,Regular,17
575,403,2011 - 2012,Regular,2
576,406,2011 - 2012,Regular,4
577,337,2011 - 2012,Social,0
578,439,2011 - 2012,Regular,6
579,26,2011 - 2012,Second Year,2
580,143,2011 - 2012,Regular,17
581,163,2011 - 2012,Regular,4
582,332,2011 - 2012,Regular,16
583,105,2011 - 2012,Regular,11
584,404,2011 - 2012,Regular,4
585,380,2011 - 2012,Second Year,3
586,470,2011 - 2012,Regular,9
587,321,2011 - 2012,Regular,16
588,536,2011 - 2012,Regular,18
589,209,2011 - 2012,Regular,19
590,431,2011 - 2012,Unknown,13
591,503,2011 - 2012,Regular,4
592,126,2011 - 2012,Regular,6
593,375,2011 - 2012,Regular,7
594,324,2011 - 2012,Social,0
595,283,2011 - 2012,Unknown,7
596,489,2011 - 2012,Regular,5
597,142,2011 - 2012,Regular,14
598,54,2011 - 2012,Unknown,2
599,516,2011 - 2012,Regular,6
600,447,2011 - 2012,Regular,14
601,191,2011 - 2012,Regular,13
602,481,2011 - 2012,Regular,8
603,343,2011 - 2012,Regular,13
604,274,2011 - 2012,Regular,5
605,15,2011 - 2012,Second Year,2
606,401,2011 - 2012,Regular,9
607,20,2011 - 2012,Regular,15
608,351,2011 - 2012,Second Year,3
609,502,2011 - 2012,Regular,19
610,534,2011 - 2012,Regular,14
611,398,2011 - 2012,Regular,17
612,532,2011 - 2012,Regular,4
613,510,2011 - 2012,Regular,16
614,86,2011 - 2012,Senior,0
615,411,2011 - 2012,Regular,5
616,152,2011 - 2012,Regular,18
617,216,2011 - 2012,Regular,6
618,335,2011 - 2012,Regular,18
619,197,2011 - 2012,Regular,7
620,19,2011 - 2012,Unknown,18
621,484,2011 - 2012,Regular,13
622,355,2011 - 2012,Second Year,2
623,95,2011 - 2012,Second Year,2
624,202,2011 - 2012,Regular,14
625,297,2011 - 2012,Regular,15
626,486,2011 - 2012,Regular,8
627,295,2011 - 2012,Second Year,4
628,347,2011 - 2012,Regular,20
629,488,2011 - 2012,Regular,10
630,28,2011 - 2012,Regular,11
631,205,2011 - 2012,Regular,13
632,210,2011 - 2012,Regular,19
633,46,2011 - 2012,Regular,18
634,169,2011 - 2012,Regular,13
635,273,2011 - 2012,Regular,17
636,307,2011 - 2012,Second Year,6
637,24,2011 - 2012,Regular,17
638,208,2011 - 2012,Regular,17
639,233,2011 - 2012,Regular,13
640,435,2011 - 2012,Regular,13
641,453,2011 - 2012,Regular,16
642,252,2011 - 2012,Regular,9
643,419,2011 - 2012,Regular,18
644,79,2011 - 2012,Regular,17
645,368,2011 - 2012,Regular,10
646,206,2011 - 2012,Regular,6
647,113,2011 - 2012,Regular,10
648,249,2011 - 2012,Regular,5
649,211,2011 - 2012,Regular,13
650,523,2011 - 2012,Regular,17
651,448,2011 - 2012,Regular,7
652,423,2011 - 2012,Regular,14
653,533,2011 - 2012,Regular,11
654,262,2011 - 2012,Regular,19
655,136,2011 - 2012,Regular,3
656,220,2011 - 2012,Regular,6
657,360,2011 - 2012,Regular,18
658,129,2011 - 2012,Regular,19
659,171,2011 - 2012,Regular,18
660,117,2011 - 2012,Regular,16
661,230,2011 - 2012,Regular,16
662,103,2011 - 2012,Second Year,2
663,473,2011 - 2012,Regular,17
664,389,2011 - 2012,Regular,18
665,393,2011 - 2012,Regular,7
666,139,2011 - 2012,Regular,3
667,293,2011 - 2012,Regular,17
668,311,2011 - 2012,Unknown,2
669,232,2011 - 2012,Regular,15
670,520,2011 - 2012,Second Year,3
671,379,2011 - 2012,Second Year,3
672,388,2011 - 2012,Regular,13
673,245,2011 - 2012,Regular,20
674,158,2011 - 2012,Regular,10
675,474,2011 - 2012,Regular,19
676,451,2011 - 2012,Regular,13
677,279,2011 - 2012,Regular,8
678,200,2011 - 2012,Regular,10
679,524,2011 - 2012,Regular,17
680,312,2011 - 2012,Regular,16
681,166,2011 - 2012,Regular,14
682,361,2011 - 2012,Regular,17
683,90,2011 - 2012,Regular,7
684,372,2011 - 2012,Regular,4
685,45,2011 - 2012,Regular,15
686,300,2011 - 2012,Regular,6
687,42,2011 - 2012,Regular,6
688,315,2011 - 2012,Regular,20
689,346,2011 - 2012,Regular,19
690,140,2011 - 2012,Regular,6
691,420,2011 - 2012,Regular,14
692,342,2011 - 2012,Regular,7
693,525,2011 - 2012,Second Year,2
694,326,2011 - 2012,Regular,8
695,153,2011 - 2012,Social,0
696,416,2011 - 2012,Regular,13
697,261,2011 - 2012,Regular,4
698,64,2011 - 2012,Regular,5
699,513,2011 - 2012,Regular,5
700,287,2011 - 2012,Second Year,3
701,365,2011 - 2012,Regular,16
702,2,2011 - 2012,Regular,7
711,228,2011 - 2012,Unknown,0
712,466,2011 - 2012,Regular,18
713,263,2011 - 2012,Regular,18
714,244,2011 - 2012,Second Year,2
715,7,2011 - 2012,Regular,10
716,289,2011 - 2012,Regular,7
717,185,2011 - 2012,Regular,18
718,476,2011 - 2012,Regular,7
719,251,2011 - 2012,Regular,5
720,222,2011 - 2012,Regular,8
721,408,2011 - 2012,Regular,12
722,65,2011 - 2012,Regular,18
723,100,2011 - 2012,Regular,8
724,450,2011 - 2012,Regular,7
725,41,2011 - 2012,Regular,8
726,109,2011 - 2012,Regular,7
727,237,2011 - 2012,Competitive,0
728,101,2011 - 2012,Regular,13
729,353,2011 - 2012,Regular,13
730,150,2011 - 2012,Regular,13
731,161,2011 - 2012,Regular,12
732,199,2011 - 2012,Regular,7
733,217,2011 - 2012,Regular,3
734,174,2011 - 2012,Regular,8
735,272,2011 - 2012,Regular,3
736,304,2011 - 2012,Regular,15
737,125,2011 - 2012,Second Year,3
738,294,2011 - 2012,Regular,18
739,134,2011 - 2012,Regular,13
740,535,2011 - 2012,Regular,16
741,255,2011 - 2012,Regular,16
742,550,2011 - 2012,Regular,10
743,551,2011 - 2012,Regular,17
744,11,2011 - 2012,Honorary,0
745,12,2011 - 2012,Honorary,0
746,51,2011 - 2012,Life,0
747,62,2011 - 2012,Honorary,0
748,96,2011 - 2012,Honorary,0
749,236,2011 - 2012,Honorary,15
750,285,2011 - 2012,Life,0
751,354,2011 - 2012,Honorary,0
752,382,2011 - 2012,Honorary,0
754,507,2011 - 2012,Life,0
755,552,2011 - 2012,Unknown,5
756,553,2011 - 2012,First Year,3
757,554,2011 - 2012,First Year,1
758,238,2011 - 2012,Unknown,12
759,323,2011 - 2012,Regular,8
761,108,2011 - 2012,Regular,12
762,432,2011 - 2012,Regular,4
763,467,2011 - 2012,Regular,18
764,320,2011 - 2012,Regular,12
765,212,2011 - 2012,Regular,16
767,338,2011 - 2012,Regular,19
768,482,2011 - 2012,Regular,6
769,487,2011 - 2012,Unknown,6
770,371,2011 - 2012,Mixed,0
771,370,2011 - 2012,Second Year,2
772,165,2011 - 2012,Regular,5
773,164,2011 - 2012,Regular,4
774,512,2011 - 2012,Regular,3
775,135,2011 - 2012,Second Year,2
780,75,2011 - 2012,Regular,18
781,29,2011 - 2012,Regular,11
782,17,2011 - 2012,Regular,14
783,433,2011 - 2012,Regular,15
784,128,2011 - 2012,Second Year,3
785,188,2011 - 2012,Regular,10
787,92,2011 - 2012,Regular,15
788,147,2011 - 2012,Regular,5
789,328,2011 - 2012,Regular,5
790,399,2011 - 2012,Second Year,3
